"","LOAD_TIME","FFP_DATE","LAST_TO_END","FLIGHT_COUNT","SEG_KM_SUM","avg_discount"
"110","2014/3/31","2011/10/9",63,33,174046,0.85318887
"111","2014/3/31","2005/8/26",7,142,177357,0.835532119
"112","2014/3/31","2010/11/17",44,31,204438,0.723434195
"113","2014/3/31","2006/11/28",29,53,102999,1.434114409
"114","2014/3/31","2007/5/31",14,21,159605,0.925114251
"115","2014/3/31","2012/6/7",27,16,195712,0.75375
"116","2014/3/31","2004/11/25",3,85,155704,0.946174922
"117","2014/3/31","2004/11/24",22,71,119961,1.225504039
"118","2014/3/31","2008/8/23",2,130,167593,0.873661907
"119","2014/3/31","2010/5/7",4,89,149557,0.978068228
"120","2014/3/31","2005/7/29",11,83,103087,1.411593411
"121","2014/3/31","2004/12/2",2,99,162215,0.896966187
"122","2014/3/31","2005/3/16",27,40,198627,0.731685018
"123","2014/3/31","2008/5/30",11,52,99524,1.458000784
"124","2014/3/31","2005/12/29",10,65,119794,1.210876087
"125","2014/3/31","2005/4/23",3,34,151642,0.951756044
"126","2014/3/31","2006/8/14",6,83,149993,0.960765569
"127","2014/3/31","2011/11/14",24,65,109089,1.318943707
"128","2014/3/31","2012/12/20",23,18,146238,0.982511386
"129","2014/3/31","2007/6/8",4,66,102689,1.39722054
"130","2014/3/31","2006/4/17",2,52,105167,1.356986792
"131","2014/3/31","2011/3/15",38,27,182561,0.780547269
"132","2014/3/31","2004/11/30",1,193,209912,0.675609779
"133","2014/3/31","2012/6/26",6,65,184730,0.764
"134","2014/3/31","2012/4/11",59,14,144708,0.97367319
"135","2014/3/31","2009/10/19",11,24,213058,0.658633893
"136","2014/3/31","2010/10/9",17,89,177556,0.787337009
"137","2014/3/31","2008/6/20",8,57,98104,1.42497258
"138","2014/3/31","2009/11/13",12,101,140188,0.996902945
"139","2014/3/31","2013/3/3",16,19,155552,0.897522308
"140","2014/3/31","2006/6/29",24,95,140931,0.988949912
"141","2014/3/31","2008/4/1",7,85,97855,1.423453171
"142","2014/3/31","2004/11/24",22,108,169746,0.817685954
"143","2014/3/31","2004/11/26",4,64,97250,1.426656247
"144","2014/3/31","2005/4/2",3,113,204853,0.674381581
"145","2014/3/31","2009/8/27",1,31,95766,1.438600025
"146","2014/3/31","2005/11/16",5,79,129119,1.065611103
"147","2014/3/31","2012/5/2",17,109,163010,0.843554751
"148","2014/3/31","2009/3/29",18,19,201613,0.681331859
"149","2014/3/31","2009/6/4",25,120,172352,0.790287551
"150","2014/3/31","2006/4/15",1,45,116917,1.154155854
"151","2014/3/31","2007/5/8",135,19,136374,0.988910129
"152","2014/3/31","2010/5/27",184,22,135717,0.993493225
"153","2014/3/31","2009/12/27",15,80,105118,1.277942503
"154","2014/3/31","2006/12/25",6,82,106666,1.255920537
"155","2014/3/31","2010/8/8",12,90,179472,0.744693267
"156","2014/3/31","2010/8/6",157,17,143287,0.931991388
"157","2014/3/31","2006/9/15",9,39,97116,1.374724556
"158","2014/3/31","2008/5/5",11,102,102961,1.295748779
"159","2014/3/31","2004/11/24",11,90,158149,0.843185667
"160","2014/3/31","2005/1/22",7,125,176585,0.75433474
"161","2014/3/31","2007/2/7",23,77,94142,1.414713624
"162","2014/3/31","2004/12/7",6,79,157844,0.843179595
"163","2014/3/31","2006/11/9",13,116,165365,0.802227557
"164","2014/3/31","2011/1/19",15,58,91515,1.448642081
"165","2014/3/31","2006/7/23",8,109,144321,0.914492693
"166","2014/3/31","2006/7/10",9,180,182540,0.720028487
"167","2014/3/31","2010/1/13",1,103,218087,0.602317149
"168","2014/3/31","2005/1/19",8,107,155834,0.841613512
"169","2014/3/31","2011/3/30",121,14,125796,1.040394289
"170","2014/3/31","2010/2/12",2,149,155588,0.836742487
"171","2014/3/31","2011/9/13",49,76,94185,1.380177417
"172","2014/3/31","2007/2/10",3,55,94577,1.369523774
"173","2014/3/31","2011/9/21",4,80,92022,1.407186108
"174","2014/3/31","2005/1/23",16,40,139742,0.926317142
"175","2014/3/31","2006/1/15",7,142,183472,0.702883928
"176","2014/3/31","2013/3/16",23,14,126850,1.016463224
"177","2014/3/31","2011/2/25",30,24,125340,1.026238631
"178","2014/3/31","2011/5/12",18,13,126495,1.014545871
"179","2014/3/31","2006/12/6",2,85,151736,0.843447435
"180","2014/3/31","2005/3/2",3,68,117537,1.085817147
"181","2014/3/31","2005/3/31",8,116,161730,0.786706177
"182","2014/3/31","2012/4/9",2,123,89350,1.419099832
"183","2014/3/31","2007/4/4",17,47,91018,1.389867279
"184","2014/3/31","2010/8/8",95,14,123662,1.022610665
"185","2014/3/31","2006/6/20",107,49,90602,1.394936204
"186","2014/3/31","2005/5/27",2,86,157799,0.799002655
"187","2014/3/31","2008/2/18",11,60,106278,1.182681834
"188","2014/3/31","2005/7/24",4,110,166843,0.750906841
"189","2014/3/31","2010/8/10",179,15,183480,0.681333333
"190","2014/3/31","2005/3/20",2,67,119347,1.046676247
"191","2014/3/31","2010/2/13",1,51,99034,1.259950118
"192","2014/3/31","2010/5/17",69,74,96520,1.289827497
"193","2014/3/31","2010/9/18",27,12,121632,1.023333333
"194","2014/3/31","2009/11/1",6,59,85171,1.461263576
"195","2014/3/31","2009/8/27",18,120,176951,0.701123814
"196","2014/3/31","2008/9/2",3,60,88428,1.40060309
"197","2014/3/31","2006/6/5",1,57,90553,1.366744227
"198","2014/3/31","2011/12/18",57,43,195034,0.631640227
"199","2014/3/31","2008/4/20",2,113,151060,0.81511929
"200","2014/3/31","2005/5/1",23,42,165589,0.743348652
"201","2014/3/31","2005/4/27",16,58,94554,1.299097235
"202","2014/3/31","2005/10/12",30,16,184227,0.66544855
"203","2014/3/31","2004/11/23",18,122,180074,0.68017726
"204","2014/3/31","2005/5/29",6,72,91164,1.343311285
"205","2014/3/31","2009/11/13",10,113,121394,1.008554047
"206","2014/3/31","2005/8/2",2,77,157206,0.777235347
"207","2014/3/31","2008/12/13",10,57,91658,1.332451177
"208","2014/3/31","2012/1/4",13,16,115401,1.057235119
"209","2014/3/31","2009/5/8",9,77,151637,0.803643702
"210","2014/3/31","2005/1/20",3,88,117157,1.039534044
"211","2014/3/31","2007/5/27",51,13,137604,0.884236795
"212","2014/3/31","2005/5/20",3,124,113615,1.070194781
"213","2014/3/31","2005/11/17",31,69,147549,0.823818121
"214","2014/3/31","2008/2/26",1,66,86430,1.406350341
"215","2014/3/31","2010/12/1",102,26,178921,0.679305671
"216","2014/3/31","2009/8/1",4,59,94946,1.273062688
"217","2014/3/31","2007/6/4",1,125,189177,0.637994577
"218","2014/3/31","2009/3/14",11,97,171544,0.701652637
"219","2014/3/31","2006/1/25",3,57,144505,0.832500467
"220","2014/3/31","2011/1/4",5,64,262290,0.457967364
"221","2014/3/31","2004/12/24",114,49,88903,1.350911443
"222","2014/3/31","2007/9/17",2,58,84353,1.423312271
"223","2014/3/31","2005/4/6",5,136,145540,0.82433441
"224","2014/3/31","2010/12/17",4,68,148879,0.804845344
"225","2014/3/31","2008/2/11",4,71,180226,0.664729007
"226","2014/3/31","2006/11/1",16,116,130636,0.916310894
"227","2014/3/31","2007/5/28",1,110,172640,0.693026819
"228","2014/3/31","2008/7/21",12,105,145253,0.823284201
"229","2014/3/31","2009/3/3",21,52,83356,1.433468257
"230","2014/3/31","2005/6/16",3,106,167199,0.714441235
"231","2014/3/31","2005/4/17",178,11,112128,1.065035317
"232","2014/3/31","2010/4/28",13,59,92635,1.283990608
"233","2014/3/31","2007/11/29",18,59,145433,0.817583423
"234","2014/3/31","2006/1/16",26,83,94441,1.254728561
"235","2014/3/31","2012/5/8",317,10,122320,0.966
"236","2014/3/31","2008/8/31",1,116,136228,0.866121649
"237","2014/3/31","2005/4/19",2,95,138873,0.849043083
"238","2014/3/31","2011/8/20",6,79,151183,0.778897164
"239","2014/3/31","2006/3/28",7,76,86061,1.367977249
"240","2014/3/31","2007/7/14",1,100,91727,1.282347182
"241","2014/3/31","2004/11/20",1,107,165304,0.710868219
"242","2014/3/31","2006/2/2",290,25,109336,1.074683178
"243","2014/3/31","2008/6/1",13,114,151625,0.774562836
"244","2014/3/31","2010/3/10",9,57,84080,1.394920314
"245","2014/3/31","2007/1/9",22,76,119514,0.98076627
"246","2014/3/31","2012/10/17",99,11,111496,1.05
"247","2014/3/31","2006/4/11",30,43,94144,1.240551283
"248","2014/3/31","2011/2/22",22,20,148827,0.784519543
"249","2014/3/31","2007/6/17",32,53,85000,1.373478
"250","2014/3/31","2005/9/9",4,56,82981,1.403768453
"251","2014/3/31","2011/9/28",2,84,140535,0.827823318
"252","2014/3/31","2008/3/15",6,111,141864,0.819703519
"253","2014/3/31","2011/5/30",18,109,126167,0.921339098
"254","2014/3/31","2006/3/2",5,60,98083,1.175007596
"255","2014/3/31","2010/7/25",3,61,161499,0.713012031
"256","2014/3/31","2008/8/28",9,43,93447,1.231469603
"257","2014/3/31","2006/12/7",5,149,157683,0.724336929
"258","2014/3/31","2010/10/20",4,43,111807,1.020765158
"259","2014/3/31","2010/4/25",83,56,114358,0.995827664
"260","2014/3/31","2005/11/15",3,94,109142,1.040933738
"261","2014/3/31","2005/8/30",13,84,139338,0.811427392
"262","2014/3/31","2012/7/20",9,16,107047,1.051401627
"263","2014/3/31","2006/1/24",17,128,131315,0.856878118
"264","2014/3/31","2006/10/26",2,124,130776,0.860026534
"265","2014/3/31","2011/1/28",4,111,130622,0.859196613
"266","2014/3/31","2009/7/9",1,77,134838,0.832180765
"267","2014/3/31","2006/4/2",22,42,77936,1.436042137
"268","2014/3/31","2009/11/2",1,124,160524,0.695089955
"269","2014/3/31","2011/7/25",6,19,96503,1.156085303
"270","2014/3/31","2010/8/28",45,53,134627,0.828407972
"271","2014/3/31","2011/6/1",1,61,83245,1.337276713
"272","2014/3/31","2009/12/12",1,17,105377,1.056396083
"273","2014/3/31","2011/8/28",4,48,119036,0.934725209
"274","2014/3/31","2006/10/13",22,26,94249,1.178456641
"275","2014/3/31","2006/3/11",31,43,79426,1.395587087
"276","2014/3/31","2009/8/7",61,87,115134,0.962306964
"277","2014/3/31","2010/5/22",1,114,124499,0.889901525
"278","2014/3/31","2010/2/19",20,54,75651,1.462917873
"279","2014/3/31","2009/12/9",20,68,163454,0.676618926
"280","2014/3/31","2007/9/28",6,112,134757,0.82046172
"281","2014/3/31","2008/10/12",13,73,163958,0.673120738
"282","2014/3/31","2007/6/12",38,49,80641,1.368281891
"283","2014/3/31","2012/8/22",2,40,127004,0.868515165
"284","2014/3/31","2005/3/16",5,82,135413,0.81353969
"285","2014/3/31","2009/1/17",1,154,129582,0.848141331
"286","2014/3/31","2005/11/17",13,58,145294,0.755701956
"287","2014/3/31","2008/8/12",2,52,97731,1.120337764
"288","2014/3/31","2010/11/10",8,43,78765,1.388142957
"289","2014/3/31","2009/2/9",4,105,138593,0.788873392
"290","2014/3/31","2006/1/10",4,97,116461,0.93836632
"291","2014/3/31","2010/6/9",112,17,121870,0.896000164
"292","2014/3/31","2010/2/26",59,32,77106,1.416159832
"293","2014/3/31","2010/5/31",5,37,119320,0.914270784
"294","2014/3/31","2006/3/31",5,86,159612,0.682643911
"295","2014/3/31","2012/3/17",13,62,139995,0.778110575
"296","2014/3/31","2010/12/16",11,67,127081,0.856602875
"297","2014/3/31","2006/6/29",8,84,129836,0.837625235
"298","2014/3/31","2009/1/15",8,117,132853,0.816301476
"299","2014/3/31","2009/6/10",2,122,129272,0.837572715
"300","2014/3/31","2006/5/4",24,87,131029,0.82610529
"301","2014/3/31","2009/1/20",2,73,75413,1.434756209
"302","2014/3/31","2005/9/9",8,97,113939,0.949395993
"303","2014/3/31","2010/2/23",5,93,150612,0.7180637
"304","2014/3/31","2010/2/23",8,83,134621,0.801739699
"305","2014/3/31","2010/9/15",11,105,145865,0.737595174
"306","2014/3/31","2007/12/28",56,27,164336,0.654476682
"307","2014/3/31","2005/12/21",31,24,110964,0.968107765
"308","2014/3/31","2006/4/6",2,137,122439,0.874927107
"309","2014/3/31","2012/9/2",22,57,90144,1.187537496
"310","2014/3/31","2009/12/5",7,50,89115,1.201031476
"311","2014/3/31","2011/5/27",8,45,139898,0.765013009
"312","2014/3/31","2011/10/17",1,109,122024,0.877036239
"313","2014/3/31","2009/12/15",18,46,80830,1.32374168
"314","2014/3/31","2008/7/22",17,77,139876,0.763144213
"315","2014/3/31","2006/10/1",5,60,154736,0.689844509
"316","2014/3/31","2012/6/12",6,66,151383,0.705022823
"317","2014/3/31","2007/4/3",4,77,144030,0.74088551
"318","2014/3/31","2006/3/4",16,77,80208,1.325833583
"319","2014/3/31","2010/10/21",13,28,77108,1.378992322
"320","2014/3/31","2011/5/8",113,34,143761,0.739229694
"321","2014/3/31","2007/6/11",9,62,141413,0.751386294
"322","2014/3/31","2010/4/30",34,53,73717,1.440717609
"323","2014/3/31","2011/9/18",4,37,72741,1.459011837
"324","2014/3/31","2007/2/10",65,94,126174,0.839762709
"325","2014/3/31","2007/6/21",10,48,74411,1.423607397
"326","2014/3/31","2010/7/28",5,52,73647,1.430674841
"327","2014/3/31","2011/5/11",1,52,135689,0.776371777
"328","2014/3/31","2005/11/2",33,59,127314,0.827179729
"329","2014/3/31","2008/2/26",9,72,149171,0.705943112
"330","2014/3/31","2008/5/19",13,47,76753,1.37078264
"331","2014/3/31","2004/11/23",9,107,169750,0.619739087
"332","2014/3/31","2011/7/11",23,96,136246,0.771855467
"333","2014/3/31","2012/4/18",5,132,151273,0.694012613
"334","2014/3/31","2011/1/19",2,168,130985,0.800659159
"335","2014/3/31","2011/12/5",17,49,125237,0.837061811
"336","2014/3/31","2004/12/2",136,12,103960,1.00799115
"337","2014/3/31","2006/12/6",13,36,109695,0.954319431
"338","2014/3/31","2006/4/23",77,21,137610,0.760666667
"339","2014/3/31","2009/1/17",24,60,137654,0.760252081
"340","2014/3/31","2004/11/26",33,84,117382,0.8915401
"341","2014/3/31","2006/4/3",7,59,97219,1.075326325
"342","2014/3/31","2006/4/16",1,118,139566,0.746258043
"343","2014/3/31","2008/8/20",27,49,78417,1.327684941
"344","2014/3/31","2012/8/28",4,74,113789,0.91433425
"345","2014/3/31","2011/12/10",7,64,139827,0.744006522
"346","2014/3/31","2007/8/8",19,47,71121,1.461826465
"347","2014/3/31","2006/11/8",1,46,71012,1.462023883
"348","2014/3/31","2007/5/29",7,115,115562,0.8967864
"349","2014/3/31","2010/10/2",13,28,72232,1.434513512
"350","2014/3/31","2010/6/25",351,12,100421,1.029644795
"351","2014/3/31","2006/7/23",8,65,93221,1.107523948
"352","2014/3/31","2009/12/12",66,24,183418,0.562442563
"353","2014/3/31","2008/8/8",4,50,135574,0.760115583
"354","2014/3/31","2007/4/25",5,98,141053,0.728867305
"355","2014/3/31","2005/9/4",1,46,73338,1.398998609
"356","2014/3/31","2009/6/17",17,61,114031,0.899280547
"357","2014/3/31","2011/11/10",84,28,82659,1.238878525
"358","2014/3/31","2012/1/16",68,28,73852,1.386176542
"359","2014/3/31","2012/10/12",15,17,104641,0.978310605
"360","2014/3/31","2006/5/18",1,51,72274,1.416135816
"361","2014/3/31","2008/2/24",16,85,104969,0.974864579
"362","2014/3/31","2006/1/25",2,128,147767,0.69244581
"363","2014/3/31","2012/9/8",14,23,157186,0.650619648
"364","2014/3/31","2008/2/14",2,78,121231,0.84343724
"365","2014/3/31","2009/1/5",1,67,135439,0.754458243
"366","2014/3/31","2005/8/11",1,96,131739,0.775295546
"367","2014/3/31","2011/4/3",20,118,143796,0.710068848
"368","2014/3/31","2012/7/15",48,86,128754,0.792415925
"369","2014/3/31","2012/2/15",5,36,124032,0.82250645
"370","2014/3/31","2009/7/1",83,10,99312,1.025894957
"371","2014/3/31","2006/9/18",1,34,70486,1.443316261
"372","2014/3/31","2006/7/21",2,23,74910,1.357742091
"373","2014/3/31","2007/2/1",5,76,138952,0.731532688
"374","2014/3/31","2009/12/26",19,45,145724,0.696498655
"375","2014/3/31","2005/8/15",18,111,145458,0.697522309
"376","2014/3/31","2006/4/14",25,47,82382,1.230913428
"377","2014/3/31","2006/1/30",1,84,75766,1.337146213
"378","2014/3/31","2005/3/27",1,134,116627,0.867424696
"379","2014/3/31","2006/3/27",3,46,130782,0.771173327
"380","2014/3/31","2004/11/1",6,96,135009,0.746628299
"381","2014/3/31","2011/1/3",94,16,107690,0.936013465
"382","2014/3/31","2005/6/22",11,83,133367,0.755460796
"383","2014/3/31","2005/9/3",3,93,109943,0.91579564
"384","2014/3/31","2011/7/1",6,13,159016,0.632307692
"385","2014/3/31","2012/10/13",2,36,113253,0.886428351
"386","2014/3/31","2006/4/28",11,73,123568,0.810458452
"387","2014/3/31","2012/1/14",1,98,76759,1.303309449
"388","2014/3/31","2006/5/5",3,116,140571,0.710483528
"389","2014/3/31","2005/4/26",17,61,81113,1.230116011
"390","2014/3/31","2010/7/19",13,85,70965,1.401901923
"391","2014/3/31","2007/5/16",10,48,68459,1.453157218
"392","2014/3/31","2007/10/17",6,104,137698,0.721752894
"393","2014/3/31","2006/5/19",12,57,84129,1.179321043
"394","2014/3/31","2006/4/13",9,43,130985,0.757415506
"395","2014/3/31","2011/2/25",12,101,117880,0.841051069
"396","2014/3/31","2007/10/30",2,69,141164,0.702125684
"397","2014/3/31","2007/10/31",5,71,70069,1.413737887
"398","2014/3/31","2009/1/6",5,124,118049,0.837548052
"399","2014/3/31","2007/11/16",18,86,89195,1.10819519
"400","2014/3/31","2007/6/22",12,82,120536,0.818666539
"401","2014/3/31","2011/3/7",1,122,137879,0.714470804
"402","2014/3/31","2012/6/2",20,18,136876,0.718332944
"403","2014/3/31","2005/2/8",22,39,70792,1.387449853
"404","2014/3/31","2010/7/1",4,83,112709,0.870657357
"405","2014/3/31","2007/6/6",1,81,99888,0.982403492
"406","2014/3/31","2008/9/23",34,66,111545,0.8786453
"407","2014/3/31","2005/3/16",41,46,71622,1.365195471
"408","2014/3/31","2007/8/31",3,75,131146,0.745084105
"409","2014/3/31","2005/1/28",79,69,126180,0.774192107
"410","2014/3/31","2009/9/3",10,45,68136,1.432941764
"411","2014/3/31","2007/7/3",4,36,66829,1.460493648
"412","2014/3/31","2004/12/2",1,106,130691,0.746489276
"413","2014/3/31","2010/6/14",19,64,66612,1.464381643
"414","2014/3/31","2011/9/1",6,61,132797,0.734098361
"415","2014/3/31","2012/8/26",1,67,123556,0.788739195
"416","2014/3/31","2006/4/19",30,52,125190,0.778333174
"417","2014/3/31","2011/3/21",13,21,138363,0.704172358
"418","2014/3/31","2011/9/18",9,100,116315,0.8364076
"419","2014/3/31","2008/3/21",1,119,100147,0.971327249
"420","2014/3/31","2005/2/26",20,79,74503,1.305487564
"421","2014/3/31","2009/8/27",4,101,118160,0.822947613
"422","2014/3/31","2005/9/9",5,116,129478,0.750052132
"423","2014/3/31","2011/4/9",85,42,74368,1.303695272
"424","2014/3/31","2005/4/9",3,82,126149,0.767930622
"425","2014/3/31","2005/10/7",11,96,134194,0.72174598
"426","2014/3/31","2008/8/28",11,79,124218,0.779597965
"427","2014/3/31","2006/3/17",4,133,143216,0.675632052
"428","2014/3/31","2009/2/22",15,73,134897,0.717086814
"429","2014/3/31","2006/3/28",1,58,122349,0.790434004
"430","2014/3/31","2008/9/23",135,19,130168,0.742307172
"431","2014/3/31","2013/1/20",1,62,76356,1.265360941
"432","2014/3/31","2007/11/17",5,46,67761,1.425841856
"433","2014/3/31","2011/6/2",16,38,66550,1.450518407
"434","2014/3/31","2010/7/21",23,65,112320,0.858959758
"435","2014/3/31","2012/12/7",13,15,99645,0.968166892
"436","2014/3/31","2010/5/27",2,93,127824,0.754275019
"437","2014/3/31","2008/10/20",6,13,147883,0.651163082
"438","2014/3/31","2007/12/3",4,60,118514,0.811934708
"439","2014/3/31","2010/9/25",2,93,117159,0.82114127
"440","2014/3/31","2011/11/25",15,83,134851,0.712543548
"441","2014/3/31","2012/6/23",16,44,108388,0.886273019
"442","2014/3/31","2005/9/8",8,62,112125,0.855358305
"443","2014/3/31","2010/11/10",2,89,78410,1.221743017
"444","2014/3/31","2005/2/28",2,78,121245,0.789605839
"445","2014/3/31","2007/4/17",26,39,70142,1.3639718
"446","2014/3/31","2009/9/13",14,101,102834,0.929938153
"447","2014/3/31","2010/1/2",17,44,65769,1.452790676
"448","2014/3/31","2009/8/26",32,31,69453,1.375394871
"449","2014/3/31","2009/7/15",7,75,122158,0.781846052
"450","2014/3/31","2007/6/12",18,93,106705,0.894763601
"451","2014/3/31","2010/4/1",20,54,71496,1.33526505
"452","2014/3/31","2005/9/20",18,73,76834,1.242032954
"453","2014/3/31","2005/4/6",2,70,98334,0.969874916
"454","2014/3/31","2008/3/13",14,36,102876,0.926531747
"455","2014/3/31","2008/1/10",5,45,67936,1.401278409
"456","2014/3/31","2008/10/16",14,97,66431,1.432786199
"457","2014/3/31","2009/10/20",10,107,132823,0.715139321
"458","2014/3/31","2008/3/3",8,123,111589,0.850722921
"459","2014/3/31","2011/8/6",29,38,67361,1.408719882
"460","2014/3/31","2007/4/19",13,98,129338,0.733567861
"461","2014/3/31","2007/8/7",7,33,65345,1.451830132
"462","2014/3/31","2008/11/8",6,39,68043,1.393603751
"463","2014/3/31","2010/9/20",8,72,73670,1.286411022
